file_name,caption_1,caption_2,caption_3,caption_4,caption_5
train/2595186208_9b16fa0ee3.jpg,black dog jumping from dock into water,black dog jumping into lake,black dog jumping off of dock,black lab jumps off dock into pond,large black dog is jumping off pier into pond
train/314603661_51e05e0e24.jpg,basett hound runs for falling biscut,brown dog with big ears walks across the carpet after brown toy,hound dog runs around in house chasing toy,brown and white dog trotting with brown object falling nearby,the brown and white dog is running to catch something
train/2053777548_108e54c826.jpg,brown and white dog is catching tennis ball while standing on its hind legs,red dog jumps an catches tennis ball in its mouth,skiny dog jumping in the air with tennis ball in his mouth,tan dog jumps up to catch tennis ball,the dog jumps to catch the ball
train/3399028417_50a621274c.jpg,bunch of people are talking down city street with old buildings on both sides of them,crowded street in italy,crowd of people in street lined with tall tan buildings,group of people crossing street with building surrounding them,people walking on street
train/3520617304_e53d37f0af.jpg,military uniformed man performing takedown maneuver on similarly dressed man,one marine flips another one down,one military man executes combat move on another outside gated facility,one soldier throws another soldier with shaved head onto the ground,two military men practicing takedown maneuver
train/3549408779_4d453db080.jpg,black and white dog is swimming in some water,black and white dog swimming,black and white dog swims in blue water,small black and white dog is swimming in water,small black and white dog paddles in some clear blue water
train/1998255400_0cd086908f.jpg,dog attempting to drink from an outdoor water faucet,dog drinking out of water spigot,dog drinks water out of water fountain,hand turns the tap to allow three dogs to drink some water,three dogs drinking water at public spigot
train/2752919987_8bfca604ab.jpg,couple kisses at concert,man and woman kissing while at show,man and woman kiss on dancefloor while band plays,man kissing woman in crowd,the man and woman are hugging and kissing near musicians performing
train/1752454466_723790dbd6.jpg,brown and white dog exiting yellow and blue ramp in grassy area,brown and white dog is running down ramp,brown and white dog running off of an obstacle,brown white dog runs down yellow and blue ramp,this dog is done running down the yellow board
train/3421177332_a05741cfa4.jpg,man in black is applauding runner wearing red jersey and the number,runner during race,runner number is being clapped on by passerby,the man is running race is being cheered on by spectators,the runner is wearing red tank top and is being watched by man in black
train/3220009216_10f088185e.jpg,woman holding baby hanging from branch and small child hanging on that same branch,two asian kids are playing with very large tree branch,two children and an adult standing next to tree limb,two children hang from low tree branch,two children hanging on large branch
train/899810584_61e1578d3f.jpg,man climbing mountain,man is climbing up very large rock,person hanging from rocky cliff,person in red rock climbing mountain in the background,person wearing red clings to rock face
test/2555638166_2f0847d57d.jpg,three children are playing soccer in the sand,three people kicking ball in the sand,three people playing with red ball in large sandy area with tree in the background,three people play soccer in the sand,two boys and girl kick ball in sandy field
train/799486353_f665d7b0f0.jpg,child is waiting on the beach holding boogie board,girl looks out into the ocean as she stands on the sand with her yellow boogie board,young girl holding boogie board at the beach,young girl standing on the beach with her body board looks out on the ocean,young woman holding surfboard contemplates the ocean
train/3286193613_fc046e8016.jpg,brown dog bares its fangs,german shepherd on leash barking up at somebody,leashed dog holds its mouth open wide,brown dog barking at something off camera green background,the brown and black dog has his mouth open
train/3710674892_857b8056f7.jpg,boy holds green apple in his mouth,boy wearing life jacket has an apple in his mouth,child is holding an apple in his mouth,young child in life jacket eats green apple,child with green apple in his mouth is wearing red life jacket
test/2460823604_7f6f786b1c.jpg,boy baseball player in green and yellow jersey leaps for the ball,boy chasing baseball,little boy playing baseball goes for the ball on the ground,young boy dives to catch the ball during baseball game,the boy in the green and yellow shirt has glove on and is going towards the ball
train/633456174_b768c1d6cd.jpg,boy in black shirt has thrown snowball that has left trail of snow behind it in the air,boy in dark clothing near fountain water spout,boy is sprayed by water,boy throws an object in front of glass building,young man dances by fountain
test/2479162876_a5ce3306af.jpg,dog walks down the dirt road as person follows,tan dog walks ahead of man in dry area,white dog is going for walk through the desert with its owner,yellow dog is walking along mountain trail,dog in desert area with distant man in background
train/2896298341_92d718366a.jpg,girl laughs while playing outside,little girl walks and laughs outside,smiling girl carrying toy in one hand walking on road,smiling girl plays in the street,the little girl is carrying pink and blue toy as she walks on the path
train/441398149_297146e38d.jpg,female jogger wearing red,girl with headphones is running next to some street signs,woman in red outfit is jogging next to several street signs,woman jogging across an intersection,the lady in red shorts jogs near stop sign while listening to music
train/2723477522_d89f5ac62b.jpg,big dog chases little dog on the grass,black dog is chasing smaller brown dog over grass,the large brown dog is chasing after the little brown dog,two brown dogs run through the grass together,two dogs play in the grass
test/3682428916_69ce66d375.jpg,person in an airplane,person sits inside small plane on the ground,small jet takes off,small white plane with someone visible in the window is sitting on runway,small plane with spinning propeller on ground pilot seen through windows
train/3429581486_4556471d1a.jpg,brown and black dog runs over the green grass,brown dog is running on the grass in front of some trees,dog runs on the green grass near grove of trees,dog with brown and white coat runs through field of bright green grass,fairly large dog is running through the grass
train/2692635048_16c279ff9e.jpg,black dog lays next to ball,black dog sitting in brown grass with colorful ball,brown and black dog laying next to colourful ball,doberman mix takes break in the hay from playing with his ball,the dog rests after playing catch
train/3012513414_86180c44cb.jpg,man performs ski jump in the snow,skier in black top making jump with blue and white sign on pile of snow underneath,skier high in the air after jump,man on skis attempting to jump over snow pile,the skier is airborne after going off the ramp
train/3025546819_ce031d2fc3.jpg,dog running through field with ball in its mouth,dog runs on brown grass,wet dog runs through the yellow grass holding tennis ball,the black and white dog has ball in its mouth,the black and white dog is in the brown grass with ball in his mouth
train/745563422_f4fa7d9157.jpg,blond woman wearing an apron standing in front of bar with several empty wine glasses,woman in black apron is standing in front of mirror,woman in uniform rests against bar,woman stands alone in the restaurant,the waitress in standing in front of the bar at restaurant
train/950411653_20d0335946.jpg,boy jumps into the pool,an adult watches child somersault into the pool while another child looks on,woman throwing little boy into the pool,woman in blue is tossing young child into pool,woman throws little boy into pool as another boy watches
train/512045825_1be2083922.jpg,dog jumping over fence,dog jumps over barrier in field,white dog with black spots is jumping over white fence,the dog leaps over the fence in the park,the spotted dog jumps fence
test/3204712107_5a06a81002.jpg,bride being escorted under an umbrella to large black car,bride takes cover under an umbrella,newly wed wife is under an umbrella held by pastor,an older newly wed couple stand under an umbrella in the rain,newlyweds stand outside in the train
train/3328397409_092de2bd32.jpg,man is snowboarding over pipe,man snowboards over an upturned garbage can in the woods,person in black jacket and light blue pants appears in the air with custom snowboard,person riding snowboard is in the air jumping over trashcan on snowmobile,snowboard jumps over an upturned garbage can
train/2218843713_cf28ea319e.jpg,boy in red shirt sits on rock on the edge of river,child on rock in stream,girl sitting on rock in the middle of body of water,child wearing red shirt sits on rock in the water,one boy sitting on rock in the middle of body of water
train/2148916767_644ea6a7fa.jpg,black and white dog playing in the snow together,black poodle jumping on the head of white poodle while walking in the snow,black dog jumping over white dog in snowy path,two dogs playing in the snow,two poodles are running through the snow
test/2381102729_12fc4d4c76.jpg,dog jumps over some water,tan dog jumping across stream,tan dog jumps across some water while another dog watches,the white dog jumps over stream of water,white dog leaping across small body of water
test/3726170067_094cc1b7e5.jpg,balding man with glasses stands in front of colorful display,bald man wearing glasses,man in brown coat in front of sign with tree,man wearing glasses and blazer stands in front of billboard sign,an older man is standing outside in front of truck
train/529198549_5cd9fedf3f.jpg,group of four women raft along river,group of girls in small blue and red boat with yellow oars,four people in life jackets float on raft,four people in orange vests in blue inflatable boat with yellow paddles,kids rafting down the river
train/3514184232_b336414040.jpg,baseball player is making play nearby large sign and boundary of the field,girl catches baseball,ponytailed girl in softball uniform raises her mitt in the air,woman playing softball running to catch the ball,woman with long hair is catching softball in softball field
train/3640743904_d14eea0a0b.jpg,guy walking his four dogs,person walks four dogs on leashes in parking lot,woman walks four dogs,man walking four dogs,the man is walking the dogs
train/1387461595_2fe6925f73.jpg,men are standing beside stonesign,man in suit and two men in orange vests standing around,these men are standing next to penzance welcomes you stone,three men standing near large stone sign,two men in hiviz jackets are talking to man in suit next to the penzance welcome sign that is carved into rock
test/3286017638_c688c83e3d.jpg,man helps up woman who has fallen after kicking soccer ball,one soccer player is laying on the ground with his arms in the air whilst the other runs towards the ball,one soccer player runs past fallen teammate towards the ball,two men playing soccer one sliding one running towards the ball,two people in brown uniforms playing in soccer match
test/2832453252_a06f7826a8.jpg,four children are playing in some water,four young girls playing in the water,kids play in water,little girls play in the water,young girls in bathing suits playing in the knee deep water beyond the blue railing
train/3648988742_888a16f600.jpg,girl holding camera,little girl in pink floppy hat takes photograph with big camera,little girl in pink hat holds camera to her face,young girl wearing pink hat holding camera up to her face,young girl in pink hat taking pictures
train/3634828052_3b6aeda7d6.jpg,curly haired woman in plaid outfit taking picture,woman taking picture with large professional camera,woman using large camera while standing in the street,woman with camera with very long lens takes picture,woman with curly red hair using telescope on the street
train/2419221084_01a14176b4.jpg,white dog runs past another dog who is standing beside some patio furniture,two dogs are outside near patio furniture,two small brown and white dogs standing beside some white chairs,two small dogs play on the lawn,two small white dogs play in the yard
train/2683963310_20dcd5e566.jpg,baby is in sandpit playing with bucket,baby playing in the dirt with bucket and shovel,blonde baby playing in the sand,toddler in diaper is playing in sandbox near shovel and other sand toys,the cute baby in diaper and shirt plays in the dirt
train/2873070704_2141a7a86a.jpg,man in blue shirt is rock climbing,man in blue is climbing up rocky cliff with the help of secured cords,an overhead view of guy rock climbing,person in blue climbs up very tall cliff attached by red and blue ropes,rock climber makes his way up the mountain
test/2935703360_4f794f7f09.jpg,black and white dog is running between yellow poles,black dog running through yellow cones,dog is running in and out of line of posts on an obstacle course,little dog running between yellow poles,dog in field with yellow posts
train/3584829998_25e59fdef3.jpg,white dog and black and white dog are playing while two more black dogs move towards them,white dog two black dogs and black and white dog are playing on the edge of baseball field,the dogs are playing at the baseball field,the dogs are running on the grass near baseball field,the dogs run and play on the baseball field
train/3303797949_339bb969ba.jpg,boy wearing shirt with an american flag plays with basketball on the blacktop,boy with basketball,young boy playing basketball,boy with american flag shirt bounces basketball,the boy dribbles the ball in the playground
train/2151056407_c9c09b0a02.jpg,fluffy white dog and two white sheep smell each other,small white dog inspects two sheep,white dog is sniffing sheep through fence,white dog sniffing sheep through fence,white fluffy dog kissing sheep through fence
train/506343925_b30a235de6.jpg,brown white and black dog runs in the sand,large brown dog is running across sand dunes in front of some small green foliage,striped dog is running in the desert,wild dog runs through the desert,wolf running in sandy plains
train/3005872315_e6771763bd.jpg,closeup of man shooting handgun into the woods,closeup of someone hands shooting black gun,pair of hands is shooting black gun in the direction of trees,person in blue shirt shoots gun,someone fires bullet from handgun into the woods
train/2278110011_ba846e7795.jpg,boy in an orange short plays in bubbles,boy in jeans and an orange shirt chases bubbles in the air,child blows bubbles outside,little boy with an orange shirt is playing outside with bubbles,young boy runs through bubbles
test/2759089516_cbb993cb92.jpg,child attempts to enter house through the doggy door,child legs while squeezing through dog door,child wearing gray shorts and pinkbottomed sneakers crawls through window,child wearing pink soled sneakers is climbing headfirst through window,kid climbs through small door
train/2110692070_8aaaa1ae39.jpg,dog is running through green yard,dog running though green yard,white and black spotted dog is running through grassy area,white dog with brown spots is jumping through the air,black and white dog running across grass
train/3398746625_5199beea71.jpg,man does handstand in the sand,man doing handstand in shallow water on the beach,man is performing handstand on the beach,topless male does handstand on beach,the male is doing handstand on the wet sand at the edge of the water at the beach
train/1287931016_fb015e2e10.jpg,black and white dog on the snow,black dog and white dog are standing on snow,two dogs one black and one white face the camera in field of snow,two dogs standing in the snow,two dogs stand in the snow
train/3200120942_59cfbb3437.jpg,snowboarder is jumping in the air next to the ski lift,snowboarder jumping in the air with person riding ski lift in the background,one person is on ski lift while another snowboards,people on ski lift,snowboarders sit on chairlift
test/1813777902_07d1d4b00c.jpg,boy dressed as pirate smiles largley,boy with skeleton on his shirt laughs,child dressed like pirate smiles,young boy dressed as pirate and running,the boys enjoys his pirate costume
train/2268115375_69884e958d.jpg,man carries dead birds while walking down hill,man is carrying numerous penguins accross plain,man wearing green waterproofs is walking on grassy cliff top carrying some penguins,man with multiple animals in each hand is walking down uncut grassy hill,the man walks through field carrying bundles of dead birds
train/3523819210_99782628fc.jpg,man sits behind two cardboard canvasses,man sitting in blue metal chair,man sitting on chair on the street next to board,man is sitting in blue chair outside near large paintings,man is sitting in blue chair next two pieces of wood
train/3718305988_fe2c91fd44.jpg,jogger runs up brick stairs for streght training,man is skating down set of stairs,skateboarder jumps on brick stairs,young man skateboards around the empty outdoor sports arena,the man is skateboarding on large brick staircase
train/561179884_8b6b925ef9.jpg,man dressed in green with blue backpack takes photos while sitting on rocky surface,man in green jacket has set up camera on some rocks,man is trying to photograph rocky outcropping,man with backpack climbs over many rocks,man with outdoor gear taking picture
train/3459570613_3932816d3f.jpg,three children are playing on swing in the garden,three children on swing set,three children playing on swingset in grassy yard,three children play on swing set,three little kids on swing set one is upside down one hanging from the top bar and on swing
train/396179143_e1511336e1.jpg,golden retriever on leash moves through snow,large golden retriever on leash standing in the snow,tan dog on leash walks in the snow,tan dog on lead standing on surface covered with white snow,the small dog on the leash is walking through the snow
test/2561481438_447b852e4d.jpg,black dog soaked in liquid jumping to the grass,brown and black dog jumping out of pond,dark dog jumps out of the water and onto the grass,dog playing in water,wet brown dog is jumping from some water onto the grass
test/374567836_3ae12ecffb.jpg,brown dog with green ball sit in the snow,brown fluffy dog lays in the snow with its green ball,dog sits in the snow with tennis ball,little dog sits in the snow next to his green toy,dog in snow with ice on fur and yellow ball
train/2200901777_f6c168bd32.jpg,closeup of teenage girl wearing red beads,girl with gonzaga sweatshirt and red beads smiles,teenager is wearing grey hooded top and some red beads around her neck,young woman with light brown hair wearing red beaded neclace gonzaga sweatshirt and earrings stands smiling,young blond woman with red beads gray sweatshirt marked gontaga
test/3098707588_5096d20397.jpg,two guys dressed in tuxes with red ties,two men dressed for wedding laugh at the camera with beverages in hand,two men dressed up share toast,two men in matching suits are smiling and drinking,two men in suits laugh and hold drinks
train/3191982761_88793192ed.jpg,group of five men are standing in the middle of room that is crumbling and abandoned,group of guys who appear to be band stand inside the dark graffiticovered and rockstrewn building,five men are standing in dark room where there is debris and graffiti on the ground and walls,five men are standing in dark room with graffiti on the walls,four young people are standing in run down alleyway posing for picture
train/2848977044_446a31d86e.jpg,cowboy is hanging upside down from horse,man at the rodeo is riding his horse while upside down and not on the saddle,man is riding upside down on the side of horse at rodeo,rodeo rider being thrown headfirst from horse,rodeo rider doing vertical trick on brown horse as an audience looks on
train/2665461736_595c87f0a3.jpg,man in yellow coat tends fire boy in parka watches,person cooking on fire while small child watches,person holds frying pan over an open fire as child watches,the adult cooks over the fire as the child looks on,the man in the yellow jacket is cooking over an open fire as the little boy watches
train/3585598356_8ce815bbb9.jpg,two girls dressed in costume with purple flowers in their hair strike pose for the camera,two showgirls are posing together,two woman are showing different facial expressions and wearing gold and purple costumes,two women in purple and gold dance outfits are posing,two women in sparkling bikinis are posing
train/3444684583_6656e38088.jpg,man is jumping in the air on his skateboard,man leans sideways on soap box racer in the middle of jump,man on small wheeled vehicle is flying through the air,man performs trick on his minirace car with one leg flying out in the sky,the boy is in the air with machine with wheels
train/3124549928_10904a5a83.jpg,boy in brown jacket holds large chunk of snow,boy wearing blue mittens gets ready to throw snow,child preparing to throw snowball,young boy grins as he holds up clump of snow,young boy in brown jacket playing with snow
train/3656906086_7034f69ab6.jpg,black dog is biting the neck of brown dog,dog bites another dog neck,the black and brown dog with red collar bites the brown dog,two dogs play with each other outside,two dogs wrestle outdoors
train/195962790_3380aea352.jpg,woman in purple shirt and brown puppy sit near fountain,woman sits by the pool with dog while another dog is nearby,woman sits with her feet in shallow pool and looks at puppy,while the humans put their feet into the fountain the puppy on the side with his master checks out the muzzle leash on the large rottweiler,woman and dog cooling off at fountain
test/3543294190_0037c59607.jpg,man demonstrates how to ride bicycle with only the back wheel on the ground,man in red outfit balances on bike,man performing trick on bicycle by standing on the pedals while the bike is upright,man wearing red and black is balancing himself on the back wheels of bicycle that is pointing up,man in red shirt riding trick bicycle on only the rear wheel
train/218342358_1755a9cce1.jpg,cyclist wearing red helmet is riding on the pavement,girl is riding bike on the street while wearing red helmet,person on bike wearing red helmet riding down street,woman wears red helmet and blue shirt as she goes for bike ride in the shade,person in blue shirt and red helmet riding bike down the road
train/3464871350_3f2d624a9c.jpg,driver is sitting in team penske race car,race car driver with an orange helmet sits in team penske indy car at the raceway,race car sits in the pits,race car driver getting ready for the start of the race,racing car marked team penske on track banners and spectators in background
train/2049051050_20359a434a.jpg,girl in black jacket and hat is covered in pink blanket,woman derssed in black sweater gloves hat and scarf sits on the beach near boulder,woman in black cap and outfit sits in the sand,woman wearing black hat sits on the sand with rock behind her,the girl sitting by rock is wearing black coat black hat black gloves but is covered by pink blanket
train/3354063643_1d8814eb13.jpg,brown and white dog bares his teeth in the snow,brown and white dog growling in the snow,mean looking dog is in the snow and showing his teeth,tan white dog bears its teeth in the snow,the dog is in snow and has stick in its mouth
train/3506468593_7e41a6d9f1.jpg,girl swings on vine over water,girl tries holding onto vine so she so nt fall into the water,girl wearfing pink swings over creek,the girl is swinging on rope over small pond,woman swinging above water while holding vine
train/241347271_a39a5a0070.jpg,football game in progress,football players are on the field,men play football as crowd watches,quarterback waiting for snap of football,two football teams compete
test/3590739067_58baffb3a7.jpg,woman is outside playing the guitar,woman with guitar sings in front of building and grass,woman with nylon stringed guitar is playing in field,young woman lifts her voice in song in field near an old wooden structure,the girl plays guitar while singing in rural scene
train/2585141045_b496a7b7c4.jpg,little boy blows bubbles which are held by young woman,little boy with brown curly hair is blowing bubbles with wand held by girl,small boy blows bubbles through wand held by his mother,woman holding bubble wand for the child to blow bubbles from,woman holds bubble wand while toddler blows bubbles
train/173020287_230bfc4ffc.jpg,man gets ready to throw stick for his waiting dog,man is holding stick beside jumping dog,man stands with his arm up in the air holding stick while dog jumps up,brown dog jumps while man holds stick up high,in this distorted photo man is shown on dirt path with jumping dog
test/3139895886_5a6d495b13.jpg,blackandwhite dog bounds off the ground all feet in the air of yellow field,black and white dog is jumping over high yellow grass,black and white dog is jumping through field of brown grass,dog runs through the dry grass,the black and white dog runs through the field
train/1459250022_bf1eddad11.jpg,band of cellos and violins playing in front of crowd at the market gallery,an orchestra performs,five people playing string instruments in public,many people are performing music in front of an audience,the string quintet plays for an audience
train/3541491057_61a49588d9.jpg,brown dog and german shepherd standing near each other in the grass near water,two dogs are playing in grassy field,two dogs are playing in grassy field in park with lake in the background,two dogs play in field,two large dogs run in green grass with water in the background
train/478592803_f57cc9c461.jpg,the backs of two asian girls wearing red tops and holding red flags,two asian girls dressed in red are standing at busy pedestrian crossing,two girls in red jackets are trying to cross traffic with lot of cars going by,two people in red jackets with red sashes standing on street corner,two women attempting to cross busy street in china
test/3631474374_e40764d153.jpg,group of people are holding metal frame over wooden floor,group of people working together with starshaped looking metal frame,woman in white directs group of young people making pattern with sticks,there are several people gathered around stick or metal frame,woman is showing large star of david to young students
train/3461106572_920c8c0112.jpg,group of people standing wearing name badges,group of people posing in concert area,five people are standing in front of an industrial style building posing for photograph,five people pose for picture in gym,five people wear name tags on necklace and pose together
train/3201666946_04fe837aff.jpg,man with damaged eye stands with child and woman,man woman and child,man woman and little boy pose for picture in front of an outside door,man with injured eye and woman holding child pose outside of building,two adults and small child pose outside dwelling
train/3365602213_dd3287a633.jpg,kid is climbing on rope course,little girl climbing ropes apparatus,young girl climbing rope ladder,children climb jungle gym,young girl and boy cross rope bridge
test/2390778197_4d9d03d4b9.jpg,blonde woman playing horseshoes in the snow,woman in jacket is standing next to fence playing horse shoes,woman outside throws horseshoe,yong lady in grey hoodie is by brown fence on snowy day,woman standing outside holding horseshoe in each hand
test/2905942129_2b4bf59bc0.jpg,couple of smiling little boys ride together in plastic chairswing one on the other lap,children swinging on blue swing in the park,the two children swinging together on swing,two little kids laugh on blue swing,two smiling small children one child holding the other on swing
train/272156850_c4445a53f4.jpg,man in short shorts is posing on large rock,man sits on rock cliff with trees in the background,man sitting on huge rock to pose for picture,man sitting on rock near trees,man in shorts in sitting up on rock posing for the camera
train/3154641421_d1b9b8c24c.jpg,basketball player preparing to shoot the ball,basketball player takes shot,black man playing basketball with orange shoes,basketball player with on jersey jumps to make shot crowd in background,miami basketball player shooting
test/3350260112_fcb47ff6b2.jpg,lots of people are playing in the river that runs through the city and in the sandy park beside it,lots of people play in the water at the beach,many people are on the beach next to palm trees,many people are spread out along beach or lagoon enjoying themselves,people on beach
train/3582920844_2742804f3d.jpg,long haired mail is swinging his wet hair around in the ocean,long haired man in the water is swinging his head causing the water to spray in spiral,man wading in lake dips his long hair into the water and quickly throws his head back making brief rainbow of water overhear,person in the water,woman flips her hair full of water and sprays the water all around
train/2346629210_8d6668d22d.jpg,man in brown coat and green tie walks on street,man in suit and jacket,an older man in suit tie and overcoat,an older man standing,older man in suit tie and overcoat walks through the street
train/1775029934_e1e96038a8.jpg,an animal with horns jumping in field,an antelope runs through tall brown grass,wild animal not found in america jumping through field,wild animal races across an uncut field with minimal amount of trees,wildebeast trips in the field
test/2508313118_524e93d48c.jpg,brown dog chases frisbee,brown dog is attempting to catch frisbee in its mouth,brown dog is trying to catch frisbee,brown dog squating on grass,the brown dog is leaping to catch frisbee
train/146577646_9e64b8c2dc.jpg,kayaker is battling waves in purple boat while wearing rain gear,man is paddling in whitewater rapids,man kayaks in rough water,man in kayak swimming in rough waters,person kayaking in white water
train/2656987333_80dcc82c05.jpg,cowboy covers his head as jumping horse tramples him,man in cowboy hat being stepped on by brown horse,rider has fallen off horse and is shielding himself from being trampled,man with white cowboy hat on the ground behind brown horse with both front legs off the ground,whoa the cowboy is underneath the hoofs of the brown horse and is getting stepped on
train/2842032768_9d9ce04385.jpg,black poodle carrying red chew toy while playing with brown poodle,black poodle with toy in mouth,one black dog with toy and one yellow dog,these two poodles one black and one brown are playing,two poodles playing with red toy
test/3262760716_1e9734f5ba.jpg,baby holding glasses looks at the camera while man hugs him,man holding baby who is holding black glasses,man holds baby which is chewing on eyeglasses,man holds baby who is holding eye glasses,baby with his dads glasses in his mouth
train/3710176138_fbfe00bd35.jpg,boy is making huge splash in paddling pool,little boy is going down blue and red slip and slide,little boy landing with splash on very wet slip slide,young boy sliding down water slide toy,little boy getting soaked playing an outdoor water game
train/3472364264_dbde5a8d0a.jpg,dog plays on the beach,dog running on beach,large dog runs on the beach with something hanging out of its mouth,the dog ran across the beach,the large black dog is running on the sand near the beach
train/378453580_21d688748e.jpg,dog is jumping over log in wooded area while carrying another log,dog with stick in his mouth jumps over fallen tree in the forest,dog carries stick and jumps over log,the dog carries stick and jumps over log in the woods,the dog jumps over the log with stick in its mouth
train/2461616306_3ee7ac1b4b.jpg,boy is diving through the air into swimming pool,boy jumps into pool on bright sunny day,boy jumps into the blue pool water,smiling child dives into pool,the young boy is jumping into the pool on his belly
train/2310233145_910cb5b4c8.jpg,child in orange walking on wooden walkway built in body of water,two children are running down bridge across lake,two children run along boardwalk that crosses over body of water,two children walking on wooden pier over water,two children wearing orange walk across long pier
train/1764955991_5e53a28c87.jpg,brown and white dog trotting down the road in autumn,brown dog is carrying ball up the road,dog with ball in his mouth running down road covered in leaves,large dog walks along gravel path in the woods,tan and white dog retrieving ball on gravel path
train/2837808847_5407af1986.jpg,brown dog and black dog in the edge of the ocean with wave under them boats are on the water in the background,two dogs one brown and the other black play in the surf in the shallow ocean water,two dogs playing in the waves,two dogs play in the water,two dogs stand back to back in the ocean
train/2255266906_8222af18b9.jpg,bird sits in leafless tree,bird sits in tree,black bird sits in dead tree,black bird sitting in leafless tree,grey dove in bare tree
train/219843860_332e5ca7d4.jpg,climber is reaching for large crack in the rock face,man in white tshirt and blue shorts is rock climbing up sheer face,man reaches high to help him during his rock climb,man rock climbing,man with white shirt climbing the side of cliff
train/3218480482_66af7587c8.jpg,basketball player dribbles the ball while another blocks him and an official looks on,basketball player in whit outfit is dribbling the ball around player in red outfit as the referee looks on,miami basketball player dribbles by an arizona state player,referee watches two basketball players playing basketball,the guard drives towards the basket during college basketball game
test/3125041578_c1f2d73b6d.jpg,an ice skater skating around ring,an ice speed skater is skating on the ice wearing red blue and grey uniform,person speed skating,speed skater on the ice rink,speedskater skating race
train/2548777800_d7b9cf1c2b.jpg,boy celebrating with paint on his face and clothing,boy covered in finger paint,closeup of young boy with his face and body painted,the boy has orange paint on him,the boy wearing orange face paint is carrying toy fish in around his next
train/3263215700_e27f81f8b9.jpg,two dogs are swimming through deep water within close proximity to one another,two white dogs are swimming,two white dogs swim face to face in shady water,two white dogs swimming in the ocean,white dog in the water
train/2169067981_cc19268f23.jpg,boy is leaning on chair whilst another boy pulls him around with rope,child balances on chair with one arm,the children play an indoor game,two boys in blue clothing are pulling on rope while one boy is touching brown chair,two boys playing tug of war while one reaches out to chair on left
train/1244485675_822e6efe60.jpg,boy in grey and white shirt looking at his reflection,boy looking at his reflection,little boy looks at his reflection in burnished marble wall,the child is looking at his reflection in glass,the young asian boy looks at his reflection in the park
train/527272653_8a5bd818e5.jpg,the three boys are all holding onto flotation device in the water,three boys grab onto an inflatable donut in the water,three boys on an intertube in water,three little boys on float in river,three people are in body of water
train/3004291093_35d6fd8548.jpg,man has bleached tips in his afro style hair and is on cellphone,man with black hair and blonde tips talks on his cellphone,man with crazy hair is sitting with his fingers in his ears,man with dreadlocks is plugging his ear to hear phone call,person with lots of hair and pacman jacket is making phone call
test/429270993_294ba8e64c.jpg,man in camouflage pants and backwards cap carrying toolbox and backpack,man wearing urban combat pants is walking down the street carrying toolbox,man carrying tool box on sidewalk,man is carrying tool box down the sidewalk,young man in camo pants carries large metal box walks along the sidewalk
train/3173014908_b3e69594b6.jpg,person skiing downhill in the snow,skier puffs up cloud of snow,skier traveling downhill in deep snow,someone is skiing down step snowy hill,the skier is buried in the snow
train/2620113705_a8fa89b8f6.jpg,small white dog sits in field,white and brown dog sitting in the grass,white and brown dog sitting on grassy rocky area,white dog sits on rocky lawn,the white dog is sitting in the grass
train/2994107810_af56326389.jpg,basketball player wearing an orange uniform looks backwards,the basketball player in the orange jersey is being guarded by the player in the blue jersey,the basketball player looks around the court as another player tries to block him,two men from opposite teams playing basketball,two men play basketball
train/2626158969_ac09aeb88d.jpg,boy in pool tilts his head back,boy with dark hair is in water and is looking up,closeup of young darkhaired boy swimming in pool of water,smiling boy floats in pool,boy peeking up from blue water
train/3713922357_e0a013fb97.jpg,dirt biker in red speeds on clay road while being videotaped by man in black,man wearing red uniform rides his bicycle up rocky hill,an off road biker is photographed as he performs another stunt in the dirt,person riding on dirt bike while someone takes picture,the guy in red on dirt bike is getting photographed
test/2629027962_9cc3b46527.jpg,child with her head in cut out of cow,girl is poking her head through cow cutout,young boy is sticking his head through cow face with hole cut out of it,young girl is putting her face in cow cutout at farm,with barn in the background child puts her head through hole in cow cutout and smiles for the camera
train/1112212364_0c48235fc2.jpg,baby is sitting on and playing with smooth rocks,baby is stacking rocks on the beach,small boy is playing with rocks,toddler sitting on pile of rocks holding rock at beach,toddler sits on pile of rocks
train/3102204862_f1d220230b.jpg,man is throwing another around in wrestling ring,wrestler is being held in the air by another man in the ring,wrestler is being lifted off the ground by another wrestler,professional wrestler getting flipped by another,two people are in wrestling match
train/3500136982_bf7a85531e.jpg,group of rollerbladers is lined up on the street,group of rollerblading on sloping road,line of rollerbladers crouch down aerodynamically,many people are rollerblading down the street,rollerbladers roll in formation down hill
train/1032460886_4a598ed535.jpg,man is standing in front of skyscraper,man stands in front of skyscraper,man stands in front of very tall building,behind the man in red shirt stands large skyscraper,there is skyscraper in the distance with man walking in front of the camera
train/3013469764_30e84e9a0d.jpg,an atv racer blasts down the track sending dirt flying everywhere,person is on four wheeler kicking up lot of dirt in dune,person is riding an atv through the dirt,atv rider spinning his wheels,the quad runner goes up the sand dune
train/3123770450_cedc16d162.jpg,deer and several turkeys together in the snow,deer looks at turkeys in the snow,deer and turkeys in the snow,deer and turkeys stand on snow covered ground,large turkeys and deer stand in the snow
train/3117562746_62f57a02b5.jpg,dog chases another dog,two dogs are running through the snow with ball in their mouths,two dogs holding red balls in their mouth running in the snow,two dogs in the snow,two tan dogs run in the snow carrying red balls in their mouths
